Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
symbols,Arrows & AV,🔂,Repeat Single Button,repeat-single-button,/repeat-single-button,"Arrows pointing in a clockwise direction, with a number 1 badge in the lower corner.  Used in music player applications to loop a track or album once.",U+1F502
symbols,Arrows & AV,▶️,Play Button,play-button,/play-button,"A triangle-shaped arrow, pointing right. Commonly used as a symbol for play. See the glossary for information on the term black in unicode character names.","U+25B6,U+FE0F"
symbols,Arrows & AV,⏩,Fast-Forward Button,fast-forward-button,/fast-forward-button,"Two triangles pointing to the right. Most commonly used as a symbol for fast forwarding media such as video tapes , CDs , or digital audio and video.",U+23E9
symbols,Arrows & AV,⏭️,Next Track Button,next-track-button,/next-track-button,A symbol used in media players to indicate skipping to the next track (or scene). Shown as two triangles pointing right followed by a vertical bar.,"U+23ED,U+FE0F"
symbols,Arrows & AV,⏯️,Play or Pause Button,play-or-pause-button,/play-or-pause-button,"A play-pause icon, showing a right-pointing triangle (play) next to a double vertical bar (pause).","U+23EF,U+FE0F"
symbols,Arrows & AV,◀️,Reverse Button,reverse-button,/reverse-button,"A triangle-shaped arrow, pointing left. See the glossary for information on the term black in unicode character names.","U+25C0,U+FE0F"
symbols,Arrows & AV,⏮️,Last Track Button,last-track-button,/last-track-button,A symbol used in media players to indicate skipping to the first or previous track (or scene). Shown as a vertical bar followed by two triangles pointing left.,"U+23EE,U+FE0F"
symbols,Arrows & AV,🔼,Upwards Button,upwards-button,/upwards-button,"A triangle-shaped arrow, pointing up. Styled similarly to the left and right triangles and colored as either gray or blue, but shown in orange on Android. Previously displayed as red on Windows .",U+1F53C
symbols,Arrows & AV,⏫,Fast Up Button,fast-up-button,/fast-up-button,"Two triangles pointing up. Similar to rewind icon, rotated 90° clockwise.",U+23EB
symbols,Arrows & AV,🔽,Downwards Button,downwards-button,/downwards-button,"A triangle-shaped arrow, pointing down. Styled similarly to the left and right pointing triangles and colored as either gray or blue, but shown in orange on Android. Previously displayed as red on Windows .",U+1F53D
symbols,Arrows & AV,⏬,Fast Down Button,fast-down-button,/fast-down-button,"Two triangles pointing down. Similar to rewind icon, rotated 90° counter-clockwise.",U+23EC
symbols,Arrows & AV,⏸️,Pause Button,pause-button,/pause-button,"A pause icon, displayed as two vertical bars.","U+23F8,U+FE0F"
symbols,Arrows & AV,⏹️,Stop Button,stop-button,/stop-button,"A stop icon, displayed as a square.","U+23F9,U+FE0F"
symbols,Arrows & AV,⏺️,Record Button,record-button,/record-button,"A record icon, displayed as a circle.","U+23FA,U+FE0F"
symbols,Arrows & AV,⏏️,Eject Button,eject-button,/eject-button,"An eject symbol, displayed as an upward-pointing triangle above a horiztonal bar. May be used as a physical button or an icon in a user interface. Represents the action of ejecting physical media such as a floppy disk , videocasette or DVD on a computer or media player.","U+23CF,U+FE0F"
symbols,Arrows & AV,🎦,Cinema,cinema,/cinema,"An emoji representing the cinema: a large screen showing the latest movies, available to the public. Displayed by most platforms as a film projector symbol, and previously by Google and Microsoft as a cinema screen with curtains.",U+1F3A6
symbols,Arrows & AV,🔅,Dim Button,dim-button,/dim-button,"An icon of a outlined sun, used when decreasing the brightness of a screen. Appears smaller than the High Brightness Symbol .",U+1F505
symbols,Arrows & AV,🔆,Bright Button,bright-button,/bright-button,"An icon of a outlined sun, used when increasing the brightness of a screen. Appears larger than the Low Brightness Symbol .",U+1F506
symbols,Arrows & AV,📶,Antenna Bars,antenna-bars,/antenna-bars,"Bars increasing in height, showing the strength of the mobile (cellular) phone signal. More bars signifies better reception.",U+1F4F6
symbols,Arrows & AV,📳,Vibration Mode,vibration-mode,/vibration-mode,"An icon representing vibration mode on a mobile phone , indicating that a phone should be switched to silent and/or vibrate mode. Displayed as a phone with either zig-zag lines or muted-bell icon on most platforms. Early versions of this emoji often used a heart alongside a mobile phone , as commonly seen in Japan .",U+1F4F3
symbols,Arrows & AV,📴,Mobile Phone Off,mobile-phone-off,/mobile-phone-off,A sign indicating that mobile phones should be turned off. Used in situations such as a cinema or live performance. Displayed as a mobile phone with the word OFF. Previously shown with a cross instead of the word OFF on Windows .,U+1F4F4
symbols,Identity & Beliefs,🛐,Place of Worship,place-of-worship,/place-of-worship,"A building used for worship by people of any faith or religion. Examples include a church , mosque , or synagogue . A person is shown on their knees praying, in this symbol. Multi-faith places of worship are commonly found at airports .",U+1F6D0
symbols,Identity & Beliefs,🕉️,Om,om,/om,"A symbol often used in relation to the religions of Hinduism, Buddhism, Sikhism and Jainism.","U+1F549,U+FE0F"
symbols,Identity & Beliefs,✡️,Star of David,star-of-david,/star-of-david,A symbol often used in relation to the religion of Judaism. Not to be confused with the Six Pointed Star With Middle Dot emoji .,"U+2721,U+FE0F"
symbols,Identity & Beliefs,☸️,Wheel of Dharma,wheel-of-dharma,/wheel-of-dharma,"A symbol often used in relation to the Indian religions of Hinduism, Buddhism, Sikhism and Jainism.","U+2638,U+FE0F"
symbols,Identity & Beliefs,☯️,Yin Yang,yin-yang,/yin-yang,The circular symbol frequently used to represent the concepts of yin and yang (also yinyang or yin-yang). The yin and yang symbol (or taijitu) shows a balance between two opposite but interconnected forces with a portion of the opposite element in each section.,"U+262F,U+FE0F"
symbols,Identity & Beliefs,✝️,Latin Cross,latin-cross,/latin-cross,"A latin cross, otherwise known as a Christian cross. This cross symbol is often used as a symbol of Christianity. Similar in appearance to the Orthodox cross .","U+271D,U+FE0F"
symbols,Identity & Beliefs,☦️,Orthodox Cross,orthodox-cross,/orthodox-cross,"An orthodox cross symbol, also known as a Russian Orthodox cross or Byzantine cross.","U+2626,U+FE0F"
symbols,Identity & Beliefs,☪️,Star and Crescent,star-and-crescent,/star-and-crescent,"The crescent moon and star is a symbol often associated with the religion of Islam. This symbol can be found on the flags of many countries, such as Algeria , Azerbaijan , Malaysia , Pakistan and Turkey .","U+262A,U+FE0F"
symbols,Identity & Beliefs,☮️,Peace Symbol,peace-symbol,/peace-symbol,"A circular symbol, commonly used as a representation of peace. Alternatives include the Victory Hand , or the Dove of Peace .","U+262E,U+FE0F"
symbols,Identity & Beliefs,🕎,Menorah,menorah,/menorah,"A menorah showing nine lit candles, used on the Jewish holiday of Hanukkah .",U+1F54E
symbols,Identity & Beliefs,🔯,Dotted Six-Pointed Star,dotted-six-pointed-star,/dotted-six-pointed-star,"A star with six points, and a dot in the center. Similar to the Star of David emoji .",U+1F52F
symbols,Identity & Beliefs,🪯,Khanda,khanda,/khanda,"The Khanda, the symbol of the Sikhism.",U+1FAAF
symbols,Identity & Beliefs,♈,Aries,aries,/aries,The Aries astrological sign in the Zodiac. This Zodiac Symbol represents a Ram.,U+2648
symbols,Identity & Beliefs,♉,Taurus,taurus,/taurus,The Taurus astrological sign in the Zodiac. This Zodiac Symbol represents a Bull.,U+2649
symbols,Identity & Beliefs,♊,Gemini,gemini,/gemini,The Gemini astrological sign in the Zodiac. This Zodiac Symbol represents Twins.,U+264A
symbols,Identity & Beliefs,♋,Cancer,cancer,/cancer,The Cancer astrological sign in the Zodiac. This Zodiac Symbol represents a Crab.,U+264B
symbols,Identity & Beliefs,♌,Leo,leo,/leo,The Leo astrological sign in the Zodiac. This Zodiac Symbol represents a Lion.,U+264C
symbols,Identity & Beliefs,♍,Virgo,virgo,/virgo,The Virgo astrological sign in the Zodiac. This Zodiac Symbol represents a Maiden.,U+264D
symbols,Identity & Beliefs,♎,Libra,libra,/libra,The Libra astrological sign in the Zodiac. This Zodiac Symbol represents weighing scales .,U+264E
symbols,Identity & Beliefs,♏,Scorpio,scorpio,/scorpio,The Scorpius astrological sign in the Zodiac. This Zodiac Symbol represents a Scorpion.,U+264F
symbols,Identity & Beliefs,♐,Sagittarius,sagittarius,/sagittarius,The Sagittarius astrological sign in the Zodiac. This Zodiac Symbol represents an Archer.,U+2650
